POINT_ID,NUTS0,NUTS1,NUTS2,TH_LAT,TH_LONG,DATE,OBS_TYPE,GPS_PROJ,GPS_PREC,GPS_LAT,GPS_LONG,GPS_ALT,OBS_DIST,OBS_DIR,LC1,LC1_SPECIES,LC1_PCT,LC2,LC2_SPECIES,LC2_PCT,OBS_RADIUS,LU1,LU2,AREA_SIZE,TREE_HEIGHT_SRV,FEATURE_WIDTH,LAND_MNGT,WM,WM_SOURCE,WM_TYPE,WM_DELIVERY,SOIL_TAKEN,SOIL_PLOUGH,SOIL_CROP,SOIL_STONES,TRANSECT,PHOTO_P,PHOTO_N,PHOTO_E,PHOTO_S,PHOTO_W
53543750,LV,LV0,LV00,55.77298717,26.62210222,3/7/09,1,WGS84,4,55.77298,26.6221,154,0,1,C10,C1D,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,1,2,3,1,C10 PI( C10 )PI,1,1,1,1,1
53583750,LV,LV0,LV00,55.76472412,26.68427542,3/7/09,1,WGS84,4,55.76473,26.6843,168,2,1,C30,C32,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,2,0,0,0,C30 61 C20 C30 61 C30 61 C30 31 C30,1,1,1,1,1
53623750,LV,LV0,LV00,55.75643089,26.74642448,3/7/09,3,WGS84,6,55.75646,26.74706,147,40,1,C10,C1D,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C10 )PI 02 B21 E20 24 E20 62 14 24 E20,8,1,1,1,1
50143752,LV,LV0,LV00,56.38083674,21.26232682,28/08/2009,1,WGS84,5,56.38086,21.26227,11,4,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 02 C10 E10 14 31 E20 01 C30,1,1,1,1,1
50323752,LV,LV0,LV00,56.35522393,21.55007014,29/08/2009,1,WGS84,6,56.35526,21.5501,48,4,1,C10,C1D,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 31 02 B11,1,1,1,1,1
53383752,LV,LV0,LV00,55.82316931,26.38057726,4/7/09,1,WGS84,3,55.82318,26.38058,138,2,1,E20,,5,8,,0,2,U111,8,3,0,0,2,5,0,0,0,3,0,0,0,E20 C10 E20 C10 E10 E20 61 E20 24 E20 C10 31 E10,1,1,1,1,1
53563752,LV,LV0,LV00,55.78627307,26.66071476,3/7/09,1,WGS84,6,55.78631,26.66072,153,4,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,2,0,0,0,C20 E20 G20 E10 C10 E20 C10,1,1,1,1,1
53683752,LV,LV0,LV00,55.76133557,26.84720199,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,G10,,5,8,,0,1,U361,8,4,0,0,3,8,0,0,0,3,0,0,0,PI( G10 )PI,8,2,2,2,2
50003754,LV,LV0,LV00,56.41804368,21.04340235,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,H11,,5,8,,0,2,U364,8,3,0,0,3,8,0,0,0,3,0,0,0,PI( H11 32 H11 )PI,8,2,2,2,2
50063754,LV,LV0,LV00,56.40973891,21.13948938,2/7/09,1,WGS84,4,56.40974,21.13947,9,1,1,A22,,5,8,,0,1,U312,8,4,0,0,3,8,0,0,0,3,0,0,0,A 01 31 C30 C20 PI( C20 )PI,1,1,1,1,1
50103754,LV,LV0,LV00,56.40416281,21.20352595,20/07/2009,3,WGS84,3,56.40405,21.20519,104,104,1,C30,C32,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C30 31 C30 )PI,8,1,1,1,1
50183754,LV,LV0,LV00,56.39291567,21.33154721,2/1/09,3,X,8888,88.888888,88.888888,8888,88888,1,C30,C32,5,8,,0,2,U120,8,3,2,2,3,8,0,0,0,3,0,0,0,PI( C30 E30 C10 61 C30 )PI,8,2,2,2,2
50243754,LV,LV0,LV00,56.38439731,21.42751742,28/08/2009,1,WGS84,4,56.3841,21.42764,21,33,1,A11,,5,8,,0,1,U370,8,1,0,0,3,8,0,0,0,3,0,0,0,A 10 E30 E20 02 14 31 14 02 E20 E30 C10,1,1,1,1,1
50283754,LV,LV0,LV00,56.37867889,21.49147561,29/08/2009,1,WGS84,3,56.37867,21.49149,20,1,1,E20,,5,8,,0,2,U111,8,3,0,0,2,3,0,0,0,2,0,0,0,E20 02 31 02 E20,1,1,1,1,1
50363754,LV,LV0,LV00,56.3671473,21.61933892,26/08/2009,1,WGS84,7,56.36723,21.61948,45,12,1,G10,,1,8,,0,1,U140,8,3,0,0,3,8,0,0,0,3,0,0,0,G10 F00 C30 61 C30,1,1,1,1,1
50423754,LV,LV0,LV00,56.35841576,21.71518962,29/08/2009,1,WGS84,4,56.35845,21.71511,82,4,1,C30,C32,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C30 01 C30,1,1,1,1,1
50463754,LV,LV0,LV00,56.35255531,21.77906764,29/08/2009,1,WGS84,4,56.35255,21.77908,106,1,1,E20,,5,8,,0,2,U400,8,1,0,0,2,8,0,0,0,2,0,0,0,E20 B75 E20 32 E20 32 E20 PI( C30 )PI,1,1,1,1,1
53243754,LV,LV0,LV00,55.86888832,26.1696841,7/7/09,1,WGS84,3,55.86888,26.16966,148,2,1,E10,,5,8,,0,2,U400,8,2,1,0,2,8,0,0,0,3,0,0,0,E10 10 E20 B11,1,1,1,1,1
53303754,LV,LV0,LV00,55.85681072,26.26328055,7/7/09,1,WGS84,4,55.85683,26.2633,162,3,1,C30,C32,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C30 D10 61 C30,1,1,1,1,1
53343754,LV,LV0,LV00,55.84872105,26.32564857,7/7/09,1,WGS84,4,55.84871,26.32565,143,2,1,C10,C12,5,8,,0,2,U364,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 E20 E10 E20 11 61 14 E20 24 E20,1,1,1,1,1
53423754,LV,LV0,LV00,55.83245073,26.45031318,4/7/09,1,WGS84,4,55.83245,26.45038,126,4,1,C10,C1D,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,1,2,2,1,C10 E20 C10 02 62 02 C10 C20,1,1,1,1,1
53483754,LV,LV0,LV00,55.82016846,26.54374887,4/7/09,1,WGS84,3,55.82019,26.54376,133,1,1,E20,,5,8,,0,2,U111,8,3,0,0,2,5,0,0,0,2,0,0,0,E20 24 31 62 10 C10,1,1,1,1,1
53523754,LV,LV0,LV00,55.81194244,26.6060093,3/7/09,1,WGS84,3,55.81193,26.60604,159,2,1,E20,,5,8,,0,2,U111,8,3,0,0,2,5,0,0,0,3,0,0,0,E20 B13 02 B73 A E20 C10 E20,1,1,1,1,1
53603754,LV,LV0,LV00,55.79539969,26.7304578,3/7/09,1,WGS84,5,55.79538,26.73044,180,3,1,C30,C32,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C30 32 C30 E20,1,1,1,1,1
53663754,LV,LV0,LV00,55.78291332,26.82373056,1/7/09,3,WGS84,4,55.78259,26.82664,159,187,1,C20,C22,5,8,,0,2,U120,8,4,2,2,3,8,0,0,0,3,0,0,0,PI( C20 C30 )PI C30 31 C20,8,1,1,1,1
53703754,LV,LV0,LV00,55.77455134,26.88588199,1/7/09,1,WGS84,3,55.77457,26.8859,161,2,1,E10,,5,8,,0,2,U120,8,1,0,0,2,8,0,0,0,3,0,0,0,E10 C30 D10 C20 61 C20 C30,1,1,1,1,1
50083756,LV,LV0,LV00,56.42467731,21.17669126,20/07/2009,1,WGS84,5,56.42467,21.1767,-4,2,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 61 C10 61 C20,1,1,1,1,1
50143756,LV,LV0,LV00,56.41627316,21.27276939,16/07/2009,1,WGS84,5,56.41629,21.27275,19,2,1,C20,C22,5,8,,0,2,U120,8,4,2,2,2,8,0,0,0,3,0,0,0,C20 61 C20 61 C20 23 C30 PI( C30 61 C30 )PI,1,1,1,1,1
50223756,LV,LV0,LV00,56.40495685,21.40081269,28/08/2009,1,WGS84,4,56.40492,21.40077,27,5,1,C10,C12,5,8,,0,2,U120,8,3,2,2,2,8,0,0,0,3,0,0,0,C10 01 14 31 14 01 F00,1,1,1,1,1
50263756,LV,LV0,LV00,56.39925126,21.46480805,29/08/2009,1,WGS84,4,56.39926,21.4648,35,1,1,E20,,5,8,,0,2,U111,8,3,0,0,2,3,0,0,0,3,0,0,0,E20 C10 E20 C10,1,1,1,1,1
50323756,LV,LV0,LV00,56.39063359,21.56076797,26/08/2009,1,WGS84,3,56.39066,21.56075,49,2,1,B11,,1,8,,0,1,U111,8,3,0,0,2,3,0,0,0,1,2,4,1,B11 24 E10 E20 01 62,1,1,1,1,1
50443756,LV,LV0,LV00,56.37318509,21.75256752,29/08/2009,1,WGS84,4,56.37317,21.75258,107,3,1,E20,,5,8,,0,2,U400,8,3,0,0,2,8,0,0,0,2,0,0,0,E20 02 62 02 E20,1,1,1,1,1
53203756,LV,LV0,LV00,55.89435167,26.11456414,7/7/09,1,WGS84,4,55.89435,26.11456,144,0,1,B32,,4,8,,0,1,U111,8,3,0,0,2,5,0,0,0,3,0,0,0,B32 02 C10 E30 C10,1,1,1,1,1
53383756,LV,LV0,LV00,55.85803225,26.39541619,7/7/09,1,WGS84,3,55.85804,26.39542,170,1,1,E20,,5,8,,0,2,U112,8,3,0,0,2,5,0,0,0,3,0,0,0,E20 24 62 24 E20,1,1,1,1,1
53503756,LV,LV0,LV00,55.83347803,26.58238253,3/7/09,1,WGS84,3,55.83348,26.58239,139,0,1,E20,,5,8,,0,2,U111,8,4,0,0,2,5,0,0,0,1,2,2,1,E20 61 E20,1,1,1,1,1
53563756,LV,LV0,LV00,55.82109874,26.67578447,3/7/09,1,WGS84,6,55.82109,26.67578,167,1,1,E20,,5,8,,0,2,U111,8,3,0,0,2,5,0,0,0,1,2,2,1,E20 G10 14 E20 C10 PI( E20 )PI,1,1,1,1,1
